iso3,country_ru,Country,region_ru,Region,subregion_ru,Subregion,year,sex,age_group,count,rate_per_100k
CAN,Канада,Canada,Америка,Americas,Северная Америка,Северная Америка,2020,Женщины,30-44,48.0,1.23632858832138
CHL,Чили,Chile,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,34.0,1.57437874551649
HKG,Гонконг ,"China, Hong Kong Special Administrative Region",Азия,Asia,Восточная Азия,Восточная Азия,2020,Женщины,30-44,1.0,0.0967834972523165
MAC,Макао,"China, Macao Special Administrative Region",Азия,Asia,Восточная Азия,Восточная Азия,2020,Женщины,30-44,1.0,1.02806620746376
COL,Колумбия,Colombia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,247.0,4.35400799656756
CRI,Коста-Рика,Costa Rica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,17.0,2.94599301626361
HRV,Хорватия,Croatia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,30-44,6.0,1.5717483473721
CZE,Чехия,Czechia,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,30-44,12.0,1.07443747602102
DNK,Дания,Denmark,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,30-44,6.0,1.15544043945251
DMA,Доминика,Dominica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,0.0,0.0
DOM,Доминиканская Республика,Dominican Republic,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,34.0,2.98660726246261
ECU,Эквадор,Ecuador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,60.0,3.17341104664385
SLV,Сальвадор,El Salvador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,32.0,4.86239793712767
EST,Эстония,Estonia,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,30-44,1.0,0.724165399377218
FIN,Финляндия,Finland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,30-44,3.0,0.582489209387396
FRA,Франция,France,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,30-44,44.0,0.718588437536414
DEU,Германия,Germany,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,30-44,65.0,0.832589553332356
GTM,Гватемала,Guatemala,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,106.0,6.27956877134905
GUY,Гайана,Guyana,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,6.0,7.73400189483046
HND,Гондурас,Honduras,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,116.0,11.0897230293873
HUN,Венгрия,Hungary,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,30-44,12.0,1.17771816124826
ISL,Исландия,Iceland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,30-44,0.0,0.0
IRL,Ирландия,Ireland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,30-44,1.0,0.176835754067443
ITA,Италия,Italy,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,30-44,32.0,0.585282361702122
JAM,Ямайка,Jamaica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,31.0,9.42799445268972
KEN,Кения,Kenya,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2020,Женщины,30-44,50.0,1.06366401406589
XKX,Республика Косово,Kosovo under UNSCR 1244,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,30-44,1.0,0.525588264665227
LVA,Латвия,Latvia,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,30-44,14.0,7.26810211683474
LTU,Литва,Lithuania,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,30-44,5.0,1.94602126222831
MLT,Мальта,Malta,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,30-44,1.0,1.6923337282112
MEX,Мексика,Mexico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,1227.0,8.60984991389624
MNG,Монголия,Mongolia,Азия,Asia,Восточная Азия,Восточная Азия,2020,Женщины,30-44,17.0,4.54007079839816
MNE,Черногория,Montenegro,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,30-44,1.0,1.59634755679006
NLD,Нидерланды,Netherlands (Kingdom of the),Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,30-44,14.0,0.869243975052698
NOR,Норвегия,Norway,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,30-44,2.0,0.379318061988158
PAN,Панама,Panama,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,11.0,2.44375476254479
PER,Перу,Peru,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,83.0,2.31289127571838
POL,Польша,Poland,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,30-44,27.0,0.597442018805262
PRT,Португалия,Portugal,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,30-44,9.0,0.875559202637963
RUS,Россия,Russian Federation,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,30-44,1038.0,5.79480139323104
KNA,Сент-Китс и Невис,Saint Kitts and Nevis,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,0.0,0.0
LCA,Сент-Люсия,Saint Lucia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,3.0,14.5317154690111
VCT,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,1.0,9.62695547533093
SRB,Сербия,Serbia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,30-44,2.0,0.281030313334748
SGP,Сингапур,Singapore,Азия,Asia,Южно-восточная Азия,Южно-восточная Азия,2020,Женщины,30-44,1.0,0.151649913142512
SVK,Словакия,Slovakia,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,30-44,22.0,3.48332201253679
SVN,Словения,Slovenia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,30-44,2.0,0.948501131087599
ESP,Испания,Spain,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,30-44,25.0,0.499989950202001
SUR,Суринам,Suriname,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,6.0,9.9341037782708
CHE,Швейцария,Switzerland,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,30-44,4.0,0.441135195254709
TTO,Тринидад и Тобаго,Trinidad and Tobago,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,24.0,12.7602221342003
TUR,Турция,Türkiye,Азия,Asia,Западная Азия,Западная Азия,2020,Женщины,30-44,144.0,1.44824012424693
USA,Соединённые Штаты Америки,United States of America,Америка,Americas,Северная Америка,Северная Америка,2020,Женщины,30-44,1021.0,3.06429374481906
URY,Уругвай,Uruguay,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,30-44,15.0,4.43803395095973
ATG,Антигуа и Барбуда,Antigua and Barbuda,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,1.0,9.52789290648373
ARG,Аргентина,Argentina,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,53.0,1.47658059594793
AUS,Австралия,Australia,Океания,Oceania,Австралия и Новая Зеландия,Австралия и Новая Зеландия,2020,Женщины,45-59,13.0,0.529490697153926
AUT,Австрия,Austria,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,45-59,7.0,0.694191698062313
BHS,Багамские Острова,Bahamas,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,2.0,4.8071723010732
BRB,Барбадос,Barbados,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,2.0,6.37115142634153
BLZ,Белиз,Belize,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,1.0,3.8377403384887
BTN,Бутан,Bhutan,Азия,Asia,Южная Азия,Южная Азия,2020,Женщины,45-59,1.0,2.17831703226088
BOL,Боливия,Bolivia (Plurinational State of),Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,15.0,2.02131680704712
BIH,Босния и Герцеговина,Bosnia and Herzegovina,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,2.0,0.539934209016631
BRA,Бразилия,Brazil,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,316.0,1.62852369559955
CAN,Канада,Canada,Америка,Americas,Северная Америка,Северная Америка,2020,Женщины,45-59,38.0,0.988504601944154
CHL,Чили,Chile,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,32.0,1.73093296204821
HKG,Гонконг ,"China, Hong Kong Special Administrative Region",Азия,Asia,Восточная Азия,Восточная Азия,2020,Женщины,45-59,3.0,0.29517986046848
COL,Колумбия,Colombia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,114.0,2.5134909975682
CRI,Коста-Рика,Costa Rica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,7.0,1.51106314085267
HRV,Хорватия,Croatia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,3.0,0.706462483309824
CZE,Чехия,Czechia,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,45-59,7.0,0.651412448305769
DNK,Дания,Denmark,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,45-59,2.0,0.336002311695904
DMA,Доминика,Dominica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,0.0,0.0
DOM,Доминиканская Республика,Dominican Republic,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,18.0,2.12832876530919
ECU,Эквадор,Ecuador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,13.0,1.00434068317571
SLV,Сальвадор,El Salvador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,25.0,4.94494300458693
EST,Эстония,Estonia,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,45-59,5.0,3.74522016276727
FIN,Финляндия,Finland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,45-59,4.0,0.7779815657268
FRA,Франция,France,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,45-59,43.0,0.64955668888931
DEU,Германия,Germany,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,45-59,47.0,0.506944547061766
GTM,Гватемала,Guatemala,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,45.0,4.85850154095474
GUY,Гайана,Guyana,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,8.0,12.5447888163208
HND,Гондурас,Honduras,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,54.0,9.41581001685256
HUN,Венгрия,Hungary,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,45-59,7.0,0.688911283973168
ISL,Исландия,Iceland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,45-59,2.0,6.08337262178152
IRL,Ирландия,Ireland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,45-59,1.0,0.204192479999347
ITA,Италия,Italy,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,31.0,0.429802505748609
JAM,Ямайка,Jamaica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,33.0,12.8009930467333
KEN,Кения,Kenya,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2020,Женщины,45-59,97.0,3.97508319500795
XKX,Республика Косово,Kosovo under UNSCR 1244,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,3.0,1.90395196963831
LVA,Латвия,Latvia,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,45-59,9.0,4.32431393558214
LTU,Литва,Lithuania,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,45-59,9.0,2.82521789493015
MLT,Мальта,Malta,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,0.0,0.0
MEX,Мексика,Mexico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,513.0,4.75874044025399
MNG,Монголия,Mongolia,Азия,Asia,Восточная Азия,Восточная Азия,2020,Женщины,45-59,2.0,0.762308422364604
MNE,Черногория,Montenegro,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,2.0,3.2232070910556
NLD,Нидерланды,Netherlands (Kingdom of the),Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,45-59,10.0,0.531839643965269
NOR,Норвегия,Norway,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,45-59,3.0,0.567602927695901
PAN,Панама,Panama,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,5.0,1.40641833069396
PER,Перу,Peru,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,47.0,1.88786825732287
POL,Польша,Poland,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,45-59,17.0,0.468645157875527
PRT,Португалия,Portugal,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,7.0,0.583518843699059
RUS,Россия,Russian Federation,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,45-59,730.0,4.72883714202298
KNA,Сент-Китс и Невис,Saint Kitts and Nevis,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,0.0,0.0
LCA,Сент-Люсия,Saint Lucia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,1.0,5.63285078578268
VCT,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,1.0,10.651328753262
SRB,Сербия,Serbia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,6.0,0.82359319986548
SVK,Словакия,Slovakia,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,45-59,22.0,3.96037108677083
SVN,Словения,Slovenia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,1.0,0.453532222330566
ESP,Испания,Spain,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,45-59,30.0,0.539937561620374
SUR,Суринам,Suriname,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,1.0,1.97646035714639
CHE,Швейцария,Switzerland,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,45-59,6.0,0.635367409146432
TTO,Тринидад и Тобаго,Trinidad and Tobago,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,6.0,4.09857062349506
TUR,Турция,Türkiye,Азия,Asia,Западная Азия,Западная Азия,2020,Женщины,45-59,63.0,0.854091021429144
USA,Соединённые Штаты Америки,United States of America,Америка,Americas,Северная Америка,Северная Америка,2020,Женщины,45-59,646.0,2.04030908534949
URY,Уругвай,Uruguay,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,45-59,5.0,1.61532099658844
ATG,Антигуа и Барбуда,Antigua and Barbuda,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,0.0,0.0
ARG,Аргентина,Argentina,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,57.0,1.38868518799143
AUS,Австралия,Australia,Океания,Oceania,Австралия и Новая Зеландия,Австралия и Новая Зеландия,2020,Женщины,60 и старше,19.0,0.636958369574309
AUT,Австрия,Austria,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,60 и старше,14.0,1.11015162292273
BHS,Багамские Острова,Bahamas,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,3.0,8.7823299521363
BRB,Барбадос,Barbados,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,0.0,0.0
BLZ,Белиз,Belize,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,1.0,7.08541467389379
BTN,Бутан,Bhutan,Азия,Asia,Южная Азия,Южная Азия,2020,Женщины,60 и старше,2.0,5.89961799973452
BOL,Боливия,Bolivia (Plurinational State of),Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,13.0,2.46818415691576
BIH,Босния и Герцеговина,Bosnia and Herzegovina,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,3.0,0.541994159109612
BRA,Бразилия,Brazil,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,290.0,1.77864477510677
CAN,Канада,Canada,Америка,Americas,Северная Америка,Северная Америка,2020,Женщины,60 и старше,33.0,0.658386886289901
CHL,Чили,Chile,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,21.0,1.1384387613461
HKG,Гонконг ,"China, Hong Kong Special Administrative Region",Азия,Asia,Восточная Азия,Восточная Азия,2020,Женщины,60 и старше,1.0,0.0950844659081779
MAC,Макао,"China, Macao Special Administrative Region",Азия,Asia,Восточная Азия,Восточная Азия,2020,Женщины,60 и старше,1.0,1.5712029915705
COL,Колумбия,Colombia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,63.0,1.77903960946974
CRI,Коста-Рика,Costa Rica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,6.0,1.45029126682942
HRV,Хорватия,Croatia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,8.0,1.20200795428764
CZE,Чехия,Czechia,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,60 и старше,13.0,0.830558681686149
DNK,Дания,Denmark,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,60 и старше,5.0,0.622111845756077
DMA,Доминика,Dominica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,1.0,16.4690382081686
DOM,Доминиканская Республика,Dominican Republic,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,11.0,1.73402568249674
ECU,Эквадор,Ecuador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,16.0,1.5495880274955
SLV,Сальвадор,El Salvador,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,8.0,1.96740743655418
EST,Эстония,Estonia,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,60 и старше,4.0,1.79969000339691
FIN,Финляндия,Finland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,60 и старше,9.0,1.02458958072087
FRA,Франция,France,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,60 и старше,68.0,0.685792028020656
DEU,Германия,Germany,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,60 и старше,162.0,1.23173295360476
GTM,Гватемала,Guatemala,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,17.0,2.66387116892234
GUY,Гайана,Guyana,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,6.0,14.070139646136
HND,Гондурас,Honduras,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,22.0,6.43130995552165
HUN,Венгрия,Hungary,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,60 и старше,11.0,0.707465335002523
ISL,Исландия,Iceland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,60 и старше,0.0,0.0
IRL,Ирландия,Ireland,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,60 и старше,2.0,0.387110010858436
ITA,Италия,Italy,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,41.0,0.412691200588155
JAM,Ямайка,Jamaica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,10.0,5.64775515851837
KEN,Кения,Kenya,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2020,Женщины,60 и старше,60.0,4.69661620543939
XKX,Республика Косово,Kosovo under UNSCR 1244,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,3.0,2.43542075952655
LVA,Латвия,Latvia,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,60 и старше,10.0,2.96573097854294
LIE,Лихтенштейн,Liechtenstein,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,60 и старше,1.0,19.104021396504
LTU,Литва,Lithuania,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,60 и старше,11.0,2.28298656151092
MLT,Мальта,Malta,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,0.0,0.0
MEX,Мексика,Mexico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,271.0,3.55531439474643
MNE,Черногория,Montenegro,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,0.0,0.0
NLD,Нидерланды,Netherlands (Kingdom of the),Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,60 и старше,7.0,0.290041527731596
NOR,Норвегия,Norway,Европа,Europe,Северная Европа,Северная Европа,2020,Женщины,60 и старше,6.0,0.906317029696988
PAN,Панама,Panama,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,2.0,0.722093348617643
PER,Перу,Peru,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,43.0,2.02866838678875
POL,Польша,Poland,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,60 и старше,29.0,0.523312205354928
PRT,Португалия,Portugal,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,15.0,0.864392392655431
RUS,Россия,Russian Federation,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,60 и старше,607.0,2.89609198866049
KNA,Сент-Китс и Невис,Saint Kitts and Nevis,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,0.0,0.0
LCA,Сент-Люсия,Saint Lucia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,0.0,0.0
VCT,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,0.0,0.0
SRB,Сербия,Serbia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,11.0,0.976240091163075
SGP,Сингапур,Singapore,Азия,Asia,Южно-восточная Азия,Южно-восточная Азия,2020,Женщины,60 и старше,1.0,0.198936089791794
SVK,Словакия,Slovakia,Европа,Europe,Восточная Европа,Восточная Европа,2020,Женщины,60 и старше,4.0,0.542514854734866
SVN,Словения,Slovenia,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,2.0,0.638769474484353
ESP,Испания,Spain,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,60 и старше,41.0,0.601752626540138
SUR,Суринам,Suriname,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,1.0,2.68452772446007
CHE,Швейцария,Switzerland,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,60 и старше,5.0,0.431995113271279
TTO,Тринидад и Тобаго,Trinidad and Tobago,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,5.0,3.78653055351504
TUR,Турция,Türkiye,Азия,Asia,Западная Азия,Западная Азия,2020,Женщины,60 и старше,42.0,0.685158552214302
USA,Соединённые Штаты Америки,United States of America,Америка,Americas,Северная Америка,Северная Америка,2020,Женщины,60 и старше,470.0,1.16206436432211
URY,Уругвай,Uruguay,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,60 и старше,5.0,1.22156949692103
ALB,Албания,Albania,Европа,Europe,Южная Европа,Южная Европа,2020,Женщины,Все,9.0,0.620455593648465
DZA,Алжир,Algeria,Африка,Africa,Северная Африка,Северная Африка,2020,Женщины,Все,122.0,0.566078887315339
ATG,Антигуа и Барбуда,Antigua and Barbuda,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,1.0,2.07561464138568
ARG,Аргентина,Argentina,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,372.0,1.63355067168793
ARM,Армения,Armenia,Азия,Asia,Западная Азия,Западная Азия,2020,Женщины,Все,22.0,1.41528475368416
AUS,Австралия,Australia,Океания,Oceania,Австралия и Новая Зеландия,Австралия и Новая Зеландия,2020,Женщины,Все,74.0,0.57054578949929
AUT,Австрия,Austria,Европа,Europe,Западная Европа,Западная Европа,2020,Женщины,Все,37.0,0.816358140287616
AZE,Азербайджан,Azerbaijan,Азия,Asia,Западная Азия,Западная Азия,2020,Женщины,Все,78.0,1.49957694627304
BHS,Багамские Острова,Bahamas,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,11.0,5.34015578690837
BHR,Бахрейн,Bahrain,Азия,Asia,Западная Азия,Западная Азия,2020,Женщины,Все,0.0,0.0
BRB,Барбадос,Barbados,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,3.0,2.046447537612
BLZ,Белиз,Belize,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2020,Женщины,Все,11.0,5.66870052770449
BMU,Бермудские Острова,Bermuda,Америка,Americas,Северная Америка,Северная Америка,2020,Женщины,Все,2.0,6.11415120295925
