iso3,country_ru,Country,region_ru,Region,subregion_ru,Subregion,year,sex,age_group,count,rate_per_100k
DEU,Германия,Germany,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,15-17,8.0,0.726115892634689
GRD,Гренада,Grenada,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,0.0,0.0
GTM,Гватемала,Guatemala,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,38.0,6.76573723835069
GUY,Гайана,Guyana,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,0.0,0.0
VAT,Святой Престол,Holy See,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,15-17,0.0,0.0
HND,Гондурас,Honduras,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,12.0,3.85309435585895
HUN,Венгрия,Hungary,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,15-17,0.0,0.0
ISL,Исландия,Iceland,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,15-17,0.0,0.0
IRL,Ирландия,Ireland,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,15-17,0.0,0.0
ITA,Италия,Italy,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,15-17,1.0,0.11959447904047
JAM,Ямайка,Jamaica,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,6.0,8.85340966939893
JOR,Иордания,Jordan,Азия,Asia,Западная Азия,Западная Азия,2022,Женщины,15-17,3.0,0.912010725246129
KEN,Кения,Kenya,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Женщины,15-17,35.0,1.83654873662501
LVA,Латвия,Latvia,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,15-17,0.0,0.0
LTU,Литва,Lithuania,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,15-17,1.0,2.58595053076635
MLT,Мальта,Malta,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,15-17,0.0,0.0
MUS,Маврикий,Mauritius,Африка,Africa,Африка южнее Сахары,Африка южнее Сахары,2022,Женщины,15-17,0.0,0.0
MEX,Мексика,Mexico,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,155.0,4.69516490403613
MNE,Черногория,Montenegro,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,15-17,0.0,0.0
MAR,Марокко,Morocco,Африка,Africa,Северная Африка,Северная Африка,2022,Женщины,15-17,2.0,0.217205617154465
NLD,Нидерланды,Netherlands (Kingdom of the),Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,15-17,1.0,0.343377113915358
NOR,Норвегия,Norway,Европа,Europe,Северная Европа,Северная Европа,2022,Женщины,15-17,0.0,0.0
PAN,Панама,Panama,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,3.0,2.81830394468609
POL,Польша,Poland,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,15-17,1.0,0.179182248056321
PRT,Португалия,Portugal,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,15-17,0.0,0.0
KNA,Сент-Китс и Невис,Saint Kitts and Nevis,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,0.0,0.0
LCA,Сент-Люсия,Saint Lucia,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,1.0,27.3074822501365
VCT,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,1.0,47.3596968979399
SVK,Словакия,Slovakia,Европа,Europe,Восточная Европа,Восточная Европа,2022,Женщины,15-17,1.0,1.258542356243
SVN,Словения,Slovenia,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,15-17,0.0,0.0
ESP,Испания,Spain,Европа,Europe,Южная Европа,Южная Европа,2022,Женщины,15-17,1.0,0.136720165267336
SUR,Суринам,Suriname,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,0.0,0.0
CHE,Швейцария,Switzerland,Европа,Europe,Западная Европа,Западная Европа,2022,Женщины,15-17,0.0,0.0
TUR,Турция,Türkiye,Азия,Asia,Западная Азия,Западная Азия,2022,Женщины,15-17,20.0,1.08263627345768
URY,Уругвай,Uruguay,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,15-17,3.0,4.32444899312413
DZA,Алжир,Algeria,Африка,Africa,Северная Африка,Северная Африка,2022,Женщины,18-19,1.0,0.169473285502323
ATG,Антигуа и Барбуда,Antigua and Barbuda,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,18-19,0.0,0.0
ARG,Аргентина,Argentina,Америка,Americas,Латинская Америка и Карибский бассейн,Латинская Америка и Карибский бассейн,2022,Женщины,18-19,14.0,2.07495785241862
AUS,Австралия,Australia,Океания,Oceania,Австралия и Новая Зеландия,Австралия и Новая Зеландия,2022,Женщины,18-19,4.0,1.37714964452325
